	text	frequency	label
42247	Lukoszek	12	Rufname
41358	Liszka	48	Übername
38570	Käsperer	5	Rufname
62643	Seeboldt	9	Rufname
25382	Hedding	19	Rufname
64545	Spatzl	26	Übername
78801	Zwölfer	42	Übername
14087	Efthimiou	28	Rufname
23303	Göttel	571	Rufname
33736	Keufert	5	Beruf
57822	Rütger	4	Rufname
26406	Hentzner	10	Rufname
14606	Eisenbrenner	3	Beruf
73385	Wallendszus	15	Rufname
12304	Ditgen	27	Rufname
22840	Guntram	13	Rufname
54084	Rahmstorff	1	Herkunft
73688	Wassilenko	6	Rufname
3317	Bartscheit	12	Rufname
34781	Kleser	74	Rufname
68636	Theunißen	13	Rufname
26365	Henselmeyer	25	Beruf
32559	Kampenga	23	Wohnstätte
28940	Hugle	49	Rufname
66062	Stickelmayer	15	Beruf
42355	Lutzen	1	Rufname
65770	Steinsträter	40	Wohnstätte
56391	Roleff	73	Rufname
75142	Wevelinghoven	2	Herkunft
31954	Jähnisch	37	Rufname
64855	Springsklee	24	Übername
53954	Radeleff	12	Rufname
20574	Goetzelmann	6	Rufname
4941	Bicknese	61	Übername
64127	Snajdar	4	Beruf
68922	Thomassek	45	Rufname
36462	Korthaus	188	Herkunft
47464	Nasemann	115	Übername
47527	Naujuk	1	Übername
65240	Stathopoulou	2	Rufname
46998	Mönckemeyer	13	Beruf
24212	Hallmayer	36	Beruf
43594	Marchese	105	Übername
49839	Oesterheld	166	Rufname
4371	Berkenberg	19	Wohnstätte
63023	Sengerling	8	Beruf
39984	Leffringhausen	26	Herkunft
23114	Gödelmann	31	Rufname
48530	Nietzschke	2	Rufname
42160	Lugenbiehl	21	Wohnstätte
21594	Grodrian	6	Rufname
19509	Gerdesmeier	18	Beruf
42152	Luetz	11	Rufname
31695	Juetten	4	Rufname
53615	Puodziunas	1	Beruf
56422	Rolloff	11	Rufname
43060	Maczkewicz	3	Rufname
15704	Everwijn	1	Rufname
71240	Vaterott	2	Herkunft
34664	Kleinhempel	120	Rufname
37268	Kretzschmer	92	Beruf
25717	Heinerich	10	Rufname
12322	Ditscheidt	1	Herkunft
6091	Bogumil	199	Rufname
13193	Duchatz	14	Rufname
70268	Tylle	16	Rufname
27644	Hockertz	75	Rufname
34048	Kinzel	1322	Rufname
10837	Danneil	64	Rufname
54184	Ramaekers	16	Beruf
10833	Danneboom	11	Wohnstätte
40702	Leutemann	21	Rufname
66180	Stingle	8	Übername
72502	van der Brock	3	Wohnstätte
49740	Odernheimer	21	Herkunft
46946	Möhringer	62	Herkunft
43398	Malchar	12	Rufname
72072	Vordermaier	39	Beruf
75574	Wienczek	28	Rufname
70322	Töllen	14	Rufname
8590	Bäuerl	9	Beruf
30197	Isakovitch	2	Rufname
36361	Kordts	161	Rufname
27777	Hoepfl	15	Beruf
66172	Stindl	136	Rufname
38690	Köhnlein	452	Rufname
44463	Maycherek	1	Rufname
15075	Engelker	17	Rufname
71246	Vatterot	2	Herkunft
20447	Goecken	1	Rufname
21694	Grohskurth	1	Rufname
16293	Fejer	21	Übername
18336	Fuetterer	12	Beruf
71451	Verschuren	2	Wohnstätte
77237	Wurzbach	54	Herkunft
6086	Bogislav	9	Rufname
46093	Mitzkeit	4	Rufname
61089	Scholtißek	3	Beruf
28429	Hommelsheim	116	Herkunft
22836	Guntert	1	Rufname
65140	Stannis	2	Rufname
30732	Janetzko	290	Rufname
41560	Loercher	6	Herkunft
38479	Kyriakou	4	Rufname
58113	Salzbauer	12	Beruf
47822	Nemez	15	Herkunft
71836	Voitlein	3	Beruf
28763	Hubbert	156	Rufname
17204	Folkens	103	Rufname
57965	Saemer	1	Beruf
73682	Wasserscheid	18	Herkunft
34448	Kleebaur	41	Beruf
57225	Ruprecht	720	Rufname
11381	Dengl	103	Rufname
72094	Vorkäufer	21	Beruf
60853	Schnittjer	11	Beruf
63155	Seufferlein	27	Rufname
62771	Seidenschnur	72	Beruf
4155	Bentin	109	Herkunft
41043	Liesenkötter	37	Beruf
23212	Göphardt	1	Rufname
27849	Hoffacker	126	Wohnstätte
29103	Hurban	2	Rufname
50175	Ondra	58	Rufname
12558	Dohnalek	65	Übername
5128	Bigal	3	Übername
32352	Kalaycioglu	19	Beruf
49646	Oberstaller	23	Wohnstätte
23997	Hagenmaier	117	Beruf
21712	Grolmes	22	Rufname
6247	Bonard	1	Rufname
78858	Zöllmann	48	Rufname
60505	Schmiedecken	1	Beruf
49333	Nötges	18	Rufname
6907	Bredekamp	9	Wohnstätte
64687	Spillecke	91	Beruf
35034	Klockenkemper	20	Wohnstätte
45212	Merscheid	23	Herkunft
71921	Vollbrecht	792	Rufname
40068	Lehnardt	96	Rufname
54355	Ratfelder	3	Herkunft
40251	Leimküller	13	Wohnstätte
14763	Ekmekci	39	Beruf
17800	Friedgen	12	Rufname
51803	Petruk	16	Rufname
43924	Martinu	15	Rufname
60224	Schluckbier	2	Übername
60709	Schneeweiss	52	Übername
52651	Podßun	10	Beruf
3186	Bartholdi	17	Rufname
3234	Bartig	41	Rufname
24708	Harmening	240	Rufname
39089	Künzli	13	Rufname
16638	Fichting	1	Wohnstätte
45129	Menzen	147	Rufname
34392	Klatthaar	12	Übername
31328	Joers	15	Rufname
23675	Habnit	2	Übername
50071	Olejniezak	3	Beruf
69257	Tieroff	5	Rufname
50017	Olbert	420	Rufname
7632	Brunngraeber	4	Beruf
59840	Schlampp	57	Übername
44905	Meisenheimer	70	Herkunft
41816	Lorentschat	2	Rufname
19905	Gibelt	2	Rufname
67181	Störkel	110	Übername
54235	Ramäckers	2	Beruf
64473	Spanhacke	7	Beruf
41632	Lohbusch	32	Wohnstätte
22634	Gschaidmeier	6	Beruf
22093	Großerichter	15	Wohnstätte
17624	Frensemeier	32	Beruf
36847	Krafzyk	17	Beruf
67612	Szmyt	12	Beruf
50719	Oßwalt	7	Rufname
27858	Hoffhenke	20	Rufname
60238	Schlundermann	3	Herkunft
73705	Wastlbauer	1	Beruf
4	Aalbers	30	Rufname
64331	Sondmacher	1	Beruf
69290	Tietzer	11	Rufname
15135	Ennenbach	139	Herkunft
42549	Lörsch	203	Herkunft
13907	Ebermeyer	9	Beruf
59238	Scherffenberg	2	Wohnstätte
59724	Schinherl	1	Übername
45903	Milnischenko	2	Beruf
77556	Xanthopoulou	8	Übername
35714	Koechlin	2	Beruf
64561	Speckjohann	11	Rufname
6002	Boensch	81	Rufname
50853	Panagou	3	Rufname
48844	Nohturfft	9	Übername
55954	Rittgeroth	8	Herkunft
28453	Honsak	3	Rufname
73331	Waldschmitt	92	Beruf
27292	Hiltl	309	Rufname
77991	Zehnpfenning	23	Übername
40364	Leitmayr	11	Beruf
24369	Hamschmidt	70	Beruf
24555	Hansler	24	Rufname
72378	van Broeck	1	Wohnstätte
77901	Zawade	16	Übername
21319	Grennigloh	16	Herkunft
1013	Allgöwer	162	Herkunft
24503	Hannsmann	7	Rufname
14888	Eloy	18	Rufname
12698	Domenici	7	Rufname
27064	Heyner	180	Rufname
53683	Pärnt	14	Rufname
58131	Salöwski	2	Herkunft
30789	Janneck	162	Rufname
14797	Elble	53	Rufname
45535	Michalko	15	Rufname
42758	Lüneburg	376	Herkunft
39293	Lajendecker	9	Beruf
61190	Schowert	5	Beruf
53405	Prumbaum	67	Wohnstätte
6581	Botterer	7	Beruf
3911	Bekar	53	Übername
60914	Schochhardt	3	Beruf
32167	Kaczmarz	11	Beruf
37938	Kuenzle	2	Rufname
15890	Fahrenkampf	23	Wohnstätte
20959	Grabengießer	19	Beruf
49357	Nürnberg	912	Herkunft
33710	Kettelhoit	21	Beruf
56708	Rotgeri	33	Rufname
65792	Stellberg	75	Herkunft
28946	Huhnen	20	Rufname
11443	Dentzin	5	Herkunft
66484	Storckmann	8	Übername
44714	Mehltretter	138	Beruf
6330	Bonnacker	25	Wohnstätte
49758	Oehlenschläger	90	Beruf
17311	Fotopoulou	10	Rufname
37351	Krewer	183	Herkunft
43771	Markowitsch	37	Rufname
3685	Bednarczyk	145	Beruf
15029	Endt	173	Wohnstätte
35532	Knust	993	Übername
127	Abrahamson	11	Rufname
6801	Brantz	15	Rufname
61783	Schwegerle	1	Übername
24044	Haidary	17	Rufname
31469	Jokuszies	23	Rufname
25325	Hebold	192	Rufname
321	Adamhuber	11	Beruf
56268	Roggenhoff	1	Wohnstätte
60388	Schmelter	684	Beruf
72444	van Willigen	2	Wohnstätte
41056	Liewerenz	3	Rufname
63574	Siemonsen	62	Rufname
55503	Reyning	10	Rufname
51841	Petzholz	15	Rufname
53815	Quadfasel	26	Übername
748	Akkerman	27	Beruf
11989	Dietmüller	6	Beruf
11210	Dekkert	7	Beruf
49428	Oberberg	70	Wohnstätte
26252	Henko	6	Rufname
59673	Schimon	82	Rufname
7462	Broßeit	58	Rufname
32332	Kaires	3	Übername
176	Abromeitis	1	Rufname
44558	McQueen	17	Rufname
9902	Claßes	4	Rufname
73085	Wackerbarth	55	Übername
37842	Kuchelmeister	137	Beruf
3747	Begalke	32	Übername
24773	Hartjen	109	Rufname
20766	Goodejohann	1	Rufname
34319	Klaff	51	Übername
24448	Hanfstingl	49	Beruf
54892	Reimarus	3	Rufname
29470	Höfele	108	Wohnstätte
26861	Heselmaier	5	Beruf
63798	Simoni	49	Rufname
75965	Wilmann	24	Rufname
4931	Bickhove	16	Wohnstätte
78888	Zürn	707	Übername
25511	Heidbrook	1	Wohnstätte
68213	Tenbrinck	17	Wohnstätte
24282	Hamermeister	1	Beruf
34039	Kintze	3	Rufname
30690	Janausch	13	Rufname
52206	Piasecky	8	Herkunft
67864	Tafelmeier	98	Beruf
71940	Vollmari	33	Rufname
78982	Örtelt	3	Rufname
41932	Lubert	65	Rufname
19291	Geißenhöner	69	Herkunft
37494	Krommus	21	Rufname
56393	Rolf	1444	Rufname
49028	Nottenbaum	1	Wohnstätte
39898	Lechelmaier	3	Beruf
42554	Löschel	92	Beruf
20783	Gopfarth	1	Rufname
31097	Jennewein	328	Rufname
43173	Magsaam	11	Beruf
12476	Doemkes	2	Rufname
44479	Mayerjürgens	1	Rufname
56050	Rockteschel	10	Übername
8226	Burckhart	51	Rufname
71934	Vollhart	6	Rufname
69991	Trommelschleger	1	Beruf
32917	Karstens	793	Rufname
9003	Bürckert	13	Rufname
56272	Roggenkämper	42	Wohnstätte
6167	Bohnstedt	135	Herkunft
26042	Helmedach	40	Rufname
50092	Olfens	15	Rufname
12454	Doderer	143	Übername
38122	Kunisch	514	Rufname
26208	Henf	49	Beruf
560	Aghte	21	Rufname
16385	Fenichel	1	Beruf
73721	Watermeyer	57	Beruf
44278	Matuszewska	14	Rufname
77966	Zehentmeir	1	Beruf
58140	Sametat	4	Herkunft
3824	Beiel	16	Beruf
72468	van de Vijver	2	Wohnstätte
45007	Melnik	178	Beruf
58693	Schahn	50	Rufname
48906	Nordgauer	34	Herkunft
63032	Sengl	81	Wohnstätte
24977	Hasselkamp	23	Wohnstätte
32973	Kaslauskis	1	Herkunft
64575	Speelmanns	11	Beruf
13113	Drolle	5	Übername
8742	Böltz	60	Rufname
24945	Hassani	58	Rufname
64647	Spiegelhalder	64	Wohnstätte
16456	Fernekorn	10	Beruf
78063	Zeitlhuber	6	Beruf
17347	Fraeßdorf	5	Herkunft
7869	Bublath	8	Übername
13397	Dvorschak	5	Beruf
22330	Gräble	64	Wohnstätte
48887	Nonnmacher	1	Beruf
18054	Froizheim	1	Herkunft
43509	Mankut	4	Übername
6206	Bolfrass	2	Übername
23097	Göddel	77	Rufname
15420	Ermantraud	1	Rufname
69298	Tiftik	16	Beruf
10636	Dalhof	15	Wohnstätte
7969	Budaeus	1	Rufname
46700	Murat	264	Rufname
15046	Engelage	111	Herkunft
36749	Kowark	35	Beruf
35382	Knauber	328	Übername
20412	Godeffroy	4	Rufname
14598	Eisenbeisz	2	Übername
24349	Hammoud	122	Rufname
64467	Spangemacher	55	Beruf
3874	Beining	247	Rufname
32865	Karimpour	10	Rufname
40152	Leichtfuß	103	Übername
22766	Guggumos	8	Herkunft
72656	von Foller	7	Rufname
51202	Paulin	164	Rufname
6172	Bohres	34	Rufname
73465	Walterschen	35	Herkunft
51834	Petutschnigk	4	Wohnstätte
59336	Scheunpflug	97	Übername
32971	Kasimoglu	11	Rufname
26981	Heuwoldt	3	Rufname
59257	Schermesser	28	Beruf
44291	Matußek	17	Rufname
21322	Grepler	1	Beruf
68050	Tech	257	Rufname
56284	Roggers	1	Rufname
17594	Freischlader	31	Herkunft
36057	Kolodziey	40	Beruf
62912	Sellenmerten	15	Rufname
66708	Streifinger	83	Herkunft
36473	Kortlüke	31	Rufname
49946	Ohldrich	3	Rufname
19609	Germersdorff	2	Herkunft
49149	Noè	14	Rufname
44683	Mehlem	208	Herkunft
28799	Huchon	2	Rufname
22052	Große-Rohde	4	Wohnstätte
46358	Moosmair	6	Beruf
15723	Ewerhardy	47	Rufname
43765	Markovitch	6	Rufname
49129	Nowotni	20	Übername
31771	Jungfermann	40	Übername
46875	Märtel	23	Rufname
66557	Strakbein	6	Übername
52811	Pollersbeck	14	Herkunft
62969	Semjonov	4	Rufname
61556	Schumaier	43	Beruf
75047	Westerhoven	16	Herkunft
73301	Waldhausen	98	Herkunft
62223	Schöbert	6	Beruf
37799	Kubiczeck	4	Rufname
63621	Sieverdes	1	Rufname
24219	Hallung	23	Herkunft
26697	Hermsmeier	77	Beruf
33889	Kientoff	3	Herkunft
42114	Luethe	3	Rufname
27495	Hirnschal	45	Übername
27260	Hillje	84	Rufname
24270	Hamdy	13	Rufname
29656	Höptner	142	Beruf
30781	Janle	39	Rufname
10583	Dahlem	425	Herkunft
65016	Stainczyk	9	Rufname
67459	Sykorova	5	Übername
64784	Sponheuer	40	Beruf
45145	Mercatoris	3	Beruf
78255	Ziegeldecker	14	Beruf
41343	Lissak	15	Übername
8796	Böseck	1	Rufname
76541	Woerne	2	Rufname
3878	Beintner	47	Wohnstätte
44079	Mathissen	27	Rufname
15195	Epling	2	Rufname
30522	Jaisle	30	Rufname
22322	Grzybowska	3	Herkunft
7483	Bruckhuber	16	Beruf
1217	Ambratis	9	Rufname
12127	Dimitrov	153	Rufname
39900	Lechelmayer	2	Beruf
26059	Helmholtz	7	Rufname
51722	Petitpierre	4	Rufname
22014	Große-Böckmann	5	Wohnstätte
72280	Vöckt	6	Beruf
4153	Benthschneider	2	Beruf
67635	Szukalla	14	Übername
37744	Kubanek	160	Rufname
39520	Langenhahn	106	Herkunft
5634	Bleibohm	22	Wohnstätte
44240	Mattyssek	1	Rufname
48290	Niebelschütz	57	Herkunft
34101	Kirchgässner	104	Wohnstätte
4967	Biederlack	13	Wohnstätte
29514	Höffl	12	Wohnstätte
25372	Heckwolf	123	Rufname
48215	Nicklaus	461	Rufname
1766	Aretz	917	Rufname
13079	Drinkhut	11	Übername
10113	Constantin	264	Rufname
47700	Neidholdt	5	Rufname
36643	Kovacsics	13	Beruf
62096	Schyndzielorz	4	Beruf
67824	Süßel	14	Übername
38508	Kählert	104	Beruf
9721	Chytil	32	Übername
5384	Birnkofer	3	Herkunft
44377	Mauermayr	13	Beruf
40359	Leitlof	11	Rufname
35575	Knörrchen	12	Übername
1583	Antoniewitz	5	Rufname
30993	Jeblonsky	1	Herkunft
7125	Brezler	2	Beruf
30065	Imbescheidt	5	Wohnstätte
10648	Dallibor	14	Rufname
70828	Unterlindner	2	Wohnstätte
67403	Sutmöller	47	Beruf
9540	Chmielarz	23	Beruf
13111	Drognitz	34	Herkunft
69792	Trabler	6	Übername
72414	van Kleeff	1	Herkunft
57052	Ruehlemann	5	Rufname
25255	Haßelbrink	1	Wohnstätte
8941	Bühnen	65	Rufname
3854	Beimborn	99	Wohnstätte
25393	Hedtke	253	Rufname
60726	Schneiderchen	5	Beruf
15513	Erxleben	353	Herkunft
15983	Faltynski	8	Rufname
73157	Waghals	16	Übername
66497	Stosch	175	Rufname
60860	Schnitzler	2446	Beruf
61250	Schreiner	7442	Beruf
67145	Stöffhaas	1	Beruf
45172	Mergarten	15	Rufname
72434	van Scherpenberg	6	Wohnstätte
9063	Büssemaker	40	Beruf
39638	Larens	1	Rufname
34736	Kleisen	1	Rufname
40655	Leubold	7	Rufname
57366	Räumschüssel	22	Übername
58973	Scheffzick	11	Beruf
32675	Kaphan	4	Übername
3463	Bauert	118	Beruf
61800	Schweigard	45	Rufname
658	Ahrns	18	Rufname
59	Abdulkadir	31	Rufname
37833	Kucera	213	Übername
26509	Herborth	27	Rufname
14071	Edwards	200	Rufname
19762	Gerwing	204	Rufname
16735	Filipczuk	2	Rufname
15306	Erfurd	1	Herkunft
6726	Brandenburger	834	Herkunft
6729	Brandherm	106	Rufname
6752	Brandmayr	73	Beruf
64763	Splettstößer	431	Beruf
16903	Fiszbein	1	Rufname
25166	Haverkorn	21	Beruf
6882	Braunweiler	5	Herkunft
18030	Frohnhofen	33	Herkunft
17811	Friedman	23	Rufname
63020	Sengelaub	21	Beruf
6212	Bollendorf	29	Herkunft
24897	Hasenjäger	135	Beruf
37333	Kreuzkamp	53	Wohnstätte
21876	Grosse-Wiesmann	2	Wohnstätte
9275	Cassbaum	2	Wohnstätte
6924	Brehmert	11	Herkunft
17051	Fleschentraeger	4	Beruf
12153	Dinjes	4	Rufname
56765	Rothmair	3	Beruf
18723	Gallaher	2	Rufname
71148	Vandeberg	18	Wohnstätte
16004	Farenbruch	24	Wohnstätte
4772	Beutelhauser	5	Herkunft
12571	Dokupil	12	Übername
45855	Milchert	107	Rufname
25604	Heilmayr	10	Beruf
49401	Nüßing	57	Rufname
46747	Musialla	2	Übername
12494	Doerfer	55	Wohnstätte
38561	Käsermann	4	Beruf
33545	Kennedy	165	Rufname
3285	Bartolomay	1	Rufname
52467	Pirmann	76	Rufname
55546	Ribold	7	Rufname
19606	Germeroth	171	Herkunft
310	Adamczyk	737	Rufname
10267	Creuz	11	Wohnstätte
1959	Arztmann	5	Beruf
71801	Vogtlaender	4	Herkunft
55625	Rickmann	429	Rufname
5905	Bodnar	106	Beruf
50245	Opl	126	Rufname
218	Achillis	2	Rufname
13808	de Stefano	10	Rufname
74133	Weicker	199	Rufname
37464	Kroewer	1	Herkunft
45631	Mickuleit	5	Rufname
21840	Grosse-Bremer	1	Wohnstätte
76967	Wondratzek	3	Rufname
68456	Thallmair	21	Beruf
55597	Richtscheid	78	Beruf
68045	Tebis	4	Rufname
20708	Goncharuk	4	Beruf
35374	Knappisch	1	Beruf
3871	Beinhorn	141	Herkunft
67411	Suttor	41	Beruf
20914	Gottschlik	12	Rufname
5001	Bielka	56	Übername
56789	Rothärmel	148	Übername
75834	Wilkins	52	Rufname
58011	Sahlmüller	55	Beruf
70499	Uelpenich	53	Herkunft
35971	Kolarov	10	Beruf
74214	Weigelmeier	27	Beruf
53672	Pählig	21	Rufname
24732	Haroon	15	Rufname
30433	Jacumeit	4	Rufname
2574	Baetzold	4	Rufname
55375	Repetzki	8	Herkunft
30676	Janaschak	10	Rufname
3600	Baytelman	3	Beruf
8606	Bäuml	904	Wohnstätte
40321	Leitenmayer	8	Beruf
60870	Schnorpeil	1	Beruf
36475	Kortmeier	1	Beruf
51163	Pauer	458	Beruf
12826	Dornseifer	242	Herkunft
25788	Heinrici	112	Rufname
60522	Schmiedike	1	Beruf
73421	Wallraab	1	Rufname
39063	Künster	188	Übername
71076	Vaclavek	11	Rufname
4736	Betzel	168	Rufname
55384	Reppenhagen	162	Herkunft
37090	Kravtschenko	6	Beruf
47582	Nawrotzky	23	Übername
5739	Bloszyk	26	Rufname
36368	Korfmaker	2	Beruf
12264	Disl	26	Rufname
74540	Weißbarth	87	Übername
12021	Dietzelt	17	Rufname
36342	Korbjun	1	Beruf
9583	Christakidis	5	Rufname
514	Aebert	30	Rufname
42038	Ludwigs	438	Rufname
52968	Postmeier	38	Beruf
24748	Harscheidt	32	Herkunft
18513	Füllkrug	59	Übername
45300	Messerschmitt	102	Beruf
2171	Auerbach	961	Herkunft
64218	Soike	28	Übername
24444	Hanfmann	17	Beruf
43327	Majchrzyk	12	Rufname
51205	Paulini	264	Rufname
32497	Kamensky	38	Herkunft
46592	Muehlinghaus	1	Herkunft
70449	ter Vehn	17	Wohnstätte
15787	Eysfeld	1	Herkunft
21616	Groenegraes	1	Wohnstätte
1796	Arifaj	15	Rufname
20549	Goessling	1	Rufname
65946	Steputat	81	Rufname
78710	Zumschlinge	6	Wohnstätte
40586	Lepetit	26	Übername
71094	Vahrenbrink	22	Wohnstätte
78037	Zeindl	109	Beruf
23933	Hafermehl	10	Beruf
46879	Märtgen	1	Rufname
42908	Lüttkemüller	15	Beruf
59399	Schickus	4	Übername
9562	Chojnacka	9	Herkunft
70970	Urbschus	3	Rufname
42020	Ludovico	9	Rufname
64509	Spannmacher	26	Beruf
75686	Wieskämper	9	Wohnstätte
77225	Wursthorn	203	Beruf
69440	Titzsch	7	Rufname
56785	Rothvoß	4	Übername
69023	Thumerer	36	Übername
70033	Trummeter	10	Beruf
67756	Söntgenrath	3	Herkunft
10878	Darakci	15	Beruf
24665	Hardes	211	Rufname
69451	Tjards	23	Rufname
48309	Nieclaus	11	Rufname
77759	Zachow	334	Herkunft
35696	Koebbel	19	Rufname
43205	Mahmoud	172	Rufname
64578	Speerschneider	63	Beruf
36956	Kranwitter	3	Wohnstätte
19816	Getze	14	Rufname
654	Ahrnd	1	Rufname
65193	Starkjohann	13	Rufname
41304	Lippart	1	Rufname
67656	Szykora	8	Übername
77854	Zanders	218	Rufname
75752	Wighard	2	Rufname
72529	van der Moolen	11	Wohnstätte
71276	Vaßmer	10	Rufname
50261	Oppler	50	Herkunft
74020	Wehmeyer	903	Beruf
40868	Libert	54	Rufname
9246	Carsten	181	Rufname
4877	Biberach	11	Herkunft
2216	Augustinski	12	Rufname
36880	Krajowsky	1	Herkunft
61619	Schwaegler	3	Beruf
26437	Hepfner	30	Beruf
28715	Hrbac	1	Übername
47292	Müntzer	1	Beruf
40849	Leypoldt	88	Rufname
61388	Schuchter	38	Beruf
68253	Terboven	102	Wohnstätte
8410	Bussjann	3	Rufname
24838	Hasanow	4	Rufname
6504	Borodenko	3	Übername
1188	Alves	414	Rufname
22550	Grünhofer	16	Wohnstätte
61717	Schwartzbauer	1	Beruf
51158	Pauckner	42	Beruf
21851	Grosse-Heitmeyer	3	Wohnstätte
52127	Pfäffle	222	Übername
12573	Dolacek	4	Wohnstätte
39055	Künneke	82	Rufname
15919	Faistl	6	Übername
46491	Mostapha	4	Rufname
75931	Willmeroth	93	Herkunft
73541	Wanitschke	53	Rufname
57082	Ruettger	3	Rufname
69993	Trommenschläger	3	Beruf
37740	Kuballa	178	Rufname
4406	Berkhoff	70	Wohnstätte
30724	Janeke	39	Rufname
49856	Oetcke	7	Rufname
3332	Bartusek	34	Rufname
30216	Isekait	1	Rufname
69455	Tkac	7	Beruf
37876	Kuebel	4	Beruf
68669	Theyßen	23	Rufname
65405	Stefanescu	57	Rufname
10777	Danes	70	Rufname
4750	Betzwieser	67	Herkunft
41021	Lierheimer	88	Herkunft
45758	Mikolajec	13	Rufname
65212	Stasch	712	Rufname
78721	Zundl	23	Beruf
56164	Roemke	6	Rufname
12606	Dolizel	2	Übername
22400	Grönemeyer	36	Beruf
75266	Wibbelhoff	18	Wohnstätte
24682	Hardwich	2	Rufname
12505	Doergeloh	3	Herkunft
46199	Moencher	1	Beruf
74317	Weinelt	239	Rufname
25819	Heintzl	1	Rufname
12217	Dirkers	8	Rufname
5630	Blees	299	Rufname
76345	Wittjürgen	2	Rufname
46573	Muehleise	1	Beruf
32622	Kannenberg	592	Herkunft
63040	Sengpil	1	Beruf
34433	Klaßert	1	Rufname
12716	Dominik	498	Rufname
75546	Wiehring	4	Rufname
5130	Bigalke	457	Übername
12486	Doepking	1	Rufname
37492	Krommer	83	Beruf
45025	Meltendorf	27	Herkunft
63400	Siebmacher	1	Beruf
8051	Buennig	2	Rufname
68406	Tewesen	2	Rufname
55798	Riepolz	2	Rufname
22726	Guellmeister	1	Beruf
65344	Stecklies	3	Beruf
28185	Holthusen	260	Herkunft
68459	Thallmeier	4	Beruf
1408	Andrulis	4	Rufname
33031	Kasprzick	2	Rufname
19099	Geffroi	3	Rufname
77835	Zakrewsky	1	Herkunft
73410	Walljahn	5	Rufname
40289	Leisegang	132	Übername
29631	Höpffner	1	Beruf
73767	Wawrzenetz	1	Rufname
16905	Fiterer	49	Beruf
56971	Rudhart	142	Rufname
62888	Selami	28	Rufname
10228	Coulin	13	Rufname
41512	Loeckelt	2	Übername
73285	Waldau	288	Herkunft
66994	Stumpmeier	11	Beruf
46427	Morhard	162	Rufname
42926	Lützendorf	12	Herkunft
21249	Greilhuber	2	Beruf
10165	Cordsen	196	Rufname
25112	Haulitschek	19	Rufname
52528	Plattfaut	60	Übername
33436	Keilhacker	26	Beruf
18207	Fräßle	38	Übername
66039	Steyernagel	3	Beruf
3350	Basdas	14	Übername
7679	Brzezinski	355	Herkunft
695	Aikens	19	Rufname
76064	Winke	143	Rufname
45372	Meussel	5	Übername
6075	Bogdanowitsch	12	Rufname
60767	Schnellbügl	6	Beruf
75203	Weyhersmüller	36	Beruf
49912	Oforiwah	1	Rufname
11024	Debrich	22	Rufname
62351	Schönlebe	63	Übername
661	Ahrweiler	196	Herkunft
37000	Krauleidies	30	Beruf
43005	Maciejok	15	Rufname
33690	Kestermann	185	Herkunft
24808	Hartwick	7	Rufname
39315	Lakmayer	2	Beruf
37730	Kubacz	5	Rufname
73599	Warncken	8	Rufname
13700	Dürrschmid	17	Beruf
50947	Papakiriakou	2	Rufname
18046	Frohnwieser	78	Wohnstätte
10012	Clüver	70	Beruf
32098	Jürschik	65	Rufname
13428	Dykema	2	Wohnstätte
28471	Hoogestraat	92	Wohnstätte
30385	Jackson	327	Rufname
47438	Napravnikova	1	Beruf
43520	Mannteufel	20	Übername
53170	Preu	171	Beruf
53707	Pöhlers	2	Wohnstätte
41468	Loddewig	8	Rufname
74508	Weitkamm	1	Wohnstätte
78963	Ölmüller	1	Beruf
56674	Rossmueller	1	Beruf
67630	Szramek	13	Übername
27978	Hogenacker	14	Wohnstätte
54573	Reckemeyer	36	Beruf
7166	Brinkhues	28	Wohnstätte
34193	Kirstädter	6	Herkunft
62727	Sehorz	30	Rufname
32311	Kailbach	41	Herkunft
19817	Getzke	33	Rufname
77407	Wöltge	48	Rufname
30150	Iosifidou	2	Rufname
61188	Schouteten	2	Beruf
41820	Lorentzek	6	Rufname
11792	Diedtrich	1	Rufname
54174	Ralph	31	Rufname
43332	Majerus	27	Beruf
59946	Schleizer	21	Herkunft
16650	Fickelscheer	21	Beruf
75689	Wiesmaier	67	Beruf
47231	Mülders	266	Beruf
3393	Bastmann	9	Rufname
19355	Gemähling	3	Übername
19694	Gerstbrein	18	Übername
34295	Klaba	30	Rufname
4510	Bernloehr	5	Herkunft
78521	Ziselsberger	47	Herkunft
204	Achatzi	55	Rufname
30460	Jaenicke	345	Rufname
58675	Schafler	1	Beruf
47319	Müßiggang	18	Übername
1075	Altemüller	14	Beruf
47184	Mühllehner	4	Beruf
9457	Chasan	38	Rufname
1089	Altenscheidt	28	Wohnstätte
52004	Pfeufer	367	Beruf
28469	Honzik	9	Rufname
31919	Juster	4	Rufname
76359	Wittleder	19	Beruf
55886	Rimschneider	6	Beruf
34330	Klagges	120	Rufname
12811	Dormeyer	120	Beruf
21059	Gramueller	1	Beruf
73586	Wardenbach	64	Herkunft
45828	Milanese	11	Herkunft
27653	Hodges	45	Rufname
60186	Schlossnikel	12	Rufname
56977	Rudkoski	5	Herkunft
25399	Heemskerck	1	Herkunft
54329	Rasor	9	Beruf
53758	Pötters	101	Beruf
32002	Jöhrens	45	Rufname
17344	Fraesdorff	5	Herkunft
2528	Badstüber	7	Beruf
44665	Meeuwis	1	Rufname
35340	Knackfuss	3	Übername
